employee_id,department,hire_date,leave_date,salary,performance_score,training_hours,satisfaction_score,age,gender,education
EMP0344,Marketing,2022-03-06,2024-05-14,15189,3.3,89,4.8,28,M,Master
EMP0345,Marketing,2022-12-20,,15514,3.4,82,4.7,27,M,High School
EMP0346,Finance,2022-07-26,,29887,2.7,7,3.7,54,M,Bachelor
EMP0347,Marketing,2023-09-07,,22179,3.6,24,3.7,34,M,Master
EMP0348,Technology,2023-02-13,2025-08-19,28089,3.7,59,4.6,54,F,Bachelor
EMP0349,Technology,2020-09-17,,24465,1.6,60,4.6,44,F,Master
EMP0350,Marketing,2019-01-06,,17666,5.0,99,4.3,35,M,Master
EMP0351,Finance,2021-01-07,,21819,4.9,98,4.0,22,F,Master
EMP0352,HR,2024-09-28,,12332,3.5,39,5.0,39,F,High School
EMP0353,Operations,2023-02-24,,20292,3.2,79,4.8,47,M,Bachelor
EMP0354,Operations,2024-04-18,,24957,3.3,61,5.0,26,F,PhD
EMP0355,Operations,2021-02-08,,28301,4.6,24,3.4,31,M,Bachelor
EMP0356,Legal,2021-08-02,,28635,4.4,37,4.0,38,F,High School
EMP0357,Legal,2018-05-25,,23744,3.8,91,3.0,36,F,PhD
EMP0358,Marketing,2019-11-28,,23292,3.7,16,4.2,38,M,PhD
EMP0359,Sales,2020-06-29,,29386,4.1,113,3.1,43,F,PhD
EMP0360,Marketing,2023-03-15,,20418,4.6,74,4.2,26,F,Master
EMP0361,Sales,2022-04-13,,18536,5.0,17,4.4,34,F,High School
EMP0362,R&D,2019-08-10,,28451,3.6,42,4.1,33,F,Bachelor
EMP0363,Technology,2023-01-26,,29942,3.7,20,2.6,53,M,Master
EMP0364,Legal,2022-10-25,,20643,3.3,25,4.0,45,M,PhD
EMP0365,Finance,2018-03-15,,25535,3.4,112,3.2,44,F,Master
EMP0366,Sales,2022-04-21,,15030,4.2,38,5.0,40,F,PhD
EMP0367,Legal,2019-07-03,,21062,3.2,116,4.2,47,M,Master
EMP0368,Finance,2019-06-22,2020-02-01,24323,3.1,91,3.8,24,F,PhD
EMP0369,Technology,2024-08-29,,26691,4.7,6,4.9,29,F,High School
EMP0370,Legal,2019-05-22,,20545,3.3,87,3.2,22,F,High School
EMP0371,Sales,2023-11-02,,24845,3.2,115,2.9,28,M,PhD
EMP0372,Sales,2019-03-12,,24955,3.7,66,4.5,34,F,High School
EMP0373,Marketing,2019-10-19,2023-01-27,11805,3.2,30,2.8,22,M,Bachelor
EMP0374,Sales,2024-06-09,,9887,4.8,9,3.3,28,F,Master
EMP0375,R&D,2021-04-27,,6641,3.9,5,4.1,40,F,PhD
EMP0376,Legal,2019-04-20,2020-01-18,5316,4.2,21,2.7,43,F,High School
EMP0377,Marketing,2019-01-16,,16230,3.8,58,4.6,39,F,High School
EMP0378,Legal,2019-11-15,2020-09-10,10223,4.9,61,5.0,50,M,High School
EMP0379,Operations,2018-04-29,,28831,3.9,117,3.7,53,M,High School
EMP0380,R&D,2018-07-08,2020-10-08,5405,3.2,98,2.5,36,F,Bachelor
EMP0381,Legal,2020-10-15,,26748,3.1,107,3.0,25,M,Master
EMP0382,R&D,2023-07-24,,7453,3.5,42,3.0,39,M,Master
EMP0383,Legal,2022-07-10,,7583,2.1,57,4.2,27,F,High School
EMP0384,Operations,2019-05-02,,29419,3.3,52,3.5,24,M,Bachelor
EMP0385,Marketing,2023-09-14,,26449,2.6,46,1.9,25,M,High School
EMP0386,Operations,2024-04-13,,24659,2.3,91,4.0,50,M,Bachelor
EMP0387,Finance,2018-01-09,,25763,4.1,66,3.6,45,M,Bachelor
EMP0388,HR,2023-07-10,2026-04-23,8504,3.5,15,4.4,47,M,High School
EMP0389,Finance,2021-10-16,2024-08-09,6523,4.9,75,3.0,29,F,High School
EMP0390,HR,2023-08-06,2024-05-11,23128,4.9,61,3.1,54,M,Master
EMP0391,HR,2019-03-01,,24678,2.9,112,3.3,46,F,Master
EMP0392,Marketing,2022-06-18,,14639,3.1,52,3.9,54,F,PhD
EMP0393,Finance,2020-04-02,2022-05-17,27498,2.8,90,4.9,33,F,Bachelor
EMP0394,Operations,2024-04-22,,23698,4.7,86,3.3,40,F,Bachelor
EMP0395,Sales,2018-04-14,,6738,3.2,96,3.3,32,F,PhD
EMP0396,HR,2018-09-12,,14671,3.8,45,4.9,50,M,Master
EMP0397,Legal,2020-08-31,,27810,3.2,118,5.0,46,F,High School
EMP0398,Operations,2024-03-11,2026-02-03,11654,2.5,111,2.7,50,M,PhD
EMP0399,Finance,2020-03-03,,10813,3.8,22,3.8,54,M,High School
EMP0400,Technology,2022-10-22,,13658,4.2,32,4.7,22,F,High School
EMP0401,HR,2018-06-13,2020-09-30,24558,5.0,78,4.5,41,F,PhD
EMP0402,Sales,2021-07-25,,11025,2.1,20,3.6,48,F,Bachelor
EMP0403,Operations,2020-06-25,,26736,3.1,27,4.5,55,F,Bachelor
EMP0404,Sales,2021-11-18,,26045,2.7,5,3.0,42,F,Bachelor
EMP0405,Legal,2020-11-16,,14267,4.5,98,4.0,45,F,High School
EMP0406,Technology,2021-04-29,,11308,3.4,12,4.1,32,M,Bachelor
EMP0407,Finance,2020-05-23,,18900,3.8,106,3.3,49,M,Master
EMP0408,Technology,2023-02-24,,6241,3.7,101,4.0,38,M,Master
EMP0409,Marketing,2022-07-28,,25650,2.9,49,4.2,29,M,Bachelor
EMP0410,Technology,2018-10-25,,21476,4.6,38,4.8,27,F,High School
EMP0411,Legal,2022-06-07,,6009,2.5,17,4.0,47,F,Master
EMP0412,Marketing,2022-03-09,,5365,2.5,15,3.4,24,M,High School
EMP0413,Sales,2021-06-02,2023-11-03,11938,2.5,65,4.5,31,M,Master
EMP0414,Finance,2020-11-01,2022-05-06,26986,4.0,108,2.1,51,M,PhD
EMP0415,Sales,2020-10-23,2024-07-23,20964,4.2,85,3.5,37,M,PhD
EMP0416,Sales,2020-03-03,,19766,2.9,88,5.0,31,F,PhD
EMP0417,Legal,2019-11-22,2021-10-06,12258,3.2,35,2.5,45,M,PhD
EMP0418,R&D,2023-03-11,,15009,3.1,82,3.8,27,F,Master
EMP0419,Finance,2020-12-14,,25533,3.8,2,4.0,54,M,High School
EMP0420,Finance,2018-05-31,,22808,4.3,83,3.1,31,F,High School
EMP0421,Finance,2024-08-12,,14535,4.1,11,4.6,47,F,Bachelor
EMP0422,Finance,2019-11-11,,9599,3.0,72,4.0,31,F,PhD
EMP0423,Technology,2020-06-15,,12593,4.2,5,4.1,35,F,High School
EMP0424,R&D,2023-02-06,,6307,4.2,90,3.7,55,F,PhD
EMP0425,HR,2022-03-23,,16970,2.0,9,2.8,55,F,High School
EMP0426,Finance,2023-10-17,,16306,2.6,77,3.9,22,M,High School
EMP0427,HR,2020-07-31,2024-09-05,14201,3.6,46,4.4,29,M,High School
EMP0428,Operations,2019-04-10,,20689,2.4,82,4.0,48,M,Master
EMP0429,Technology,2019-06-08,,10279,4.1,114,4.6,31,M,Master
EMP0430,Marketing,2020-01-08,,18285,2.7,2,3.1,40,M,Master
EMP0431,R&D,2024-10-20,,20783,4.2,76,5.0,31,M,PhD
EMP0432,HR,2021-11-04,,24547,3.0,49,3.4,30,M,Bachelor
EMP0433,Finance,2023-11-12,,21526,2.9,77,2.3,28,M,High School
EMP0434,Technology,2023-12-17,,8850,4.5,115,4.5,22,F,High School
EMP0435,Operations,2018-06-27,,19056,3.7,101,5.0,46,F,Bachelor
EMP0436,Legal,2019-07-03,,12618,3.8,76,3.6,48,F,Master
EMP0437,Technology,2018-01-30,,8861,2.7,26,3.7,42,F,PhD
EMP0438,Sales,2019-09-26,,24181,3.5,54,5.0,45,F,High School
EMP0439,Finance,2022-08-20,,23270,2.7,71,3.9,52,F,PhD
EMP0440,Operations,2022-06-19,,26603,3.9,100,4.2,32,M,Master
EMP0441,Legal,2021-10-18,,25120,3.1,20,2.5,46,M,Bachelor
EMP0442,HR,2023-04-16,,19266,4.0,47,4.2,27,M,High School
EMP0443,Legal,2023-11-05,,24577,4.8,22,4.3,53,F,Bachelor
EMP0444,Finance,2023-10-24,,6101,3.7,89,2.7,36,M,Bachelor
EMP0445,Operations,2020-09-06,,10159,4.0,51,4.2,44,F,High School
EMP0446,Finance,2023-10-22,2024-09-06,7954,2.3,71,3.4,44,F,PhD
EMP0447,Finance,2024-10-19,,19901,4.4,33,3.3,33,F,Bachelor
EMP0448,Sales,2023-08-23,,8834,4.2,112,1.7,38,F,High School
EMP0449,R&D,2020-09-23,,20035,2.8,110,2.1,23,F,Bachelor
EMP0450,Marketing,2018-10-04,,12221,3.2,40,3.2,48,F,Bachelor
EMP0451,Marketing,2020-10-13,,18072,2.8,9,2.3,33,F,PhD
EMP0452,Operations,2020-06-14,,13817,4.0,119,5.0,34,F,Master
EMP0453,Finance,2020-09-18,,11775,3.7,107,5.0,44,M,Bachelor
EMP0454,Sales,2018-11-18,,26739,3.4,109,3.8,24,F,PhD
EMP0455,Operations,2023-07-10,,23825,4.1,97,3.0,54,F,High School
EMP0456,Finance,2024-06-20,2027-11-28,18866,2.5,64,4.0,44,F,Master
EMP0457,R&D,2019-05-09,,20075,3.5,86,3.9,35,F,Bachelor
EMP0458,Operations,2022-01-21,,13509,3.7,34,4.4,52,F,PhD
EMP0459,HR,2023-08-05,,18732,3.3,109,3.0,47,F,High School
EMP0460,HR,2024-05-29,2028-02-17,27479,3.5,34,4.2,37,F,High School
EMP0461,Finance,2019-08-21,,29200,4.4,22,5.0,48,F,Master
EMP0462,Operations,2023-06-17,,23420,3.7,12,3.6,32,M,Master
EMP0463,Marketing,2023-05-06,,8155,2.8,46,4.1,45,F,PhD
EMP0464,Technology,2022-08-14,2026-07-04,11519,2.5,68,3.2,33,F,PhD
EMP0465,Operations,2023-09-22,,29134,3.2,78,3.9,40,F,Master
EMP0466,HR,2021-10-13,,25064,2.1,9,3.0,27,M,PhD
EMP0467,Finance,2021-07-08,,14547,3.2,50,2.6,39,F,PhD
EMP0468,R&D,2022-08-23,2023-04-07,9097,3.3,120,2.5,27,M,Master
EMP0469,Legal,2019-02-26,2022-04-20,22971,4.8,67,4.3,27,M,PhD
EMP0470,HR,2018-12-12,,17774,3.3,36,4.4,50,M,Master
EMP0471,HR,2018-04-28,2020-10-24,15656,4.1,111,3.0,39,F,Master
EMP0472,HR,2024-08-17,,25678,3.5,55,2.0,55,F,PhD
EMP0473,R&D,2024-01-20,2025-01-17,19478,3.2,19,4.7,41,M,Bachelor
EMP0474,HR,2021-11-09,,22534,5.0,96,3.9,52,F,Bachelor
EMP0475,Legal,2021-04-14,,5236,3.0,112,3.6,49,F,Master
EMP0476,HR,2022-05-16,,12228,3.4,30,4.7,55,F,PhD
EMP0477,Marketing,2022-08-19,2023-07-05,10977,3.8,58,4.1,50,F,High School
EMP0478,Finance,2021-08-06,2022-05-14,22529,5.0,36,4.1,39,M,High School
EMP0479,Technology,2020-08-11,2021-03-09,21173,3.7,100,4.7,53,F,High School
EMP0480,Technology,2021-09-14,2023-01-06,6836,3.4,69,4.7,52,M,Master
EMP0481,Marketing,2022-04-12,,8996,4.8,49,3.6,50,M,Bachelor
EMP0482,Finance,2023-03-03,,8078,1.3,60,3.5,46,F,PhD
EMP0483,HR,2018-06-22,,23008,2.9,81,3.7,41,M,PhD
EMP0484,Technology,2020-06-11,,12732,3.0,21,3.2,39,M,High School
EMP0485,Finance,2018-02-06,,24040,3.7,76,2.8,31,F,Bachelor
EMP0486,Finance,2019-10-08,,27477,2.1,97,2.4,25,M,PhD
EMP0487,HR,2024-01-06,,9123,2.8,71,3.9,44,F,Master
EMP0488,Technology,2022-03-28,,9414,3.5,90,4.1,50,F,High School
EMP0489,Finance,2024-05-10,2026-10-19,15606,3.4,106,3.1,32,M,Master
EMP0490,R&D,2021-04-26,,22747,3.5,81,3.8,54,F,Master
EMP0491,Technology,2022-01-31,,12824,3.4,68,4.1,46,M,High School
EMP0492,HR,2021-03-05,,26001,3.3,84,4.2,26,M,Master
EMP0493,HR,2018-05-09,2021-07-26,11278,4.3,107,4.5,46,F,PhD
EMP0494,Technology,2022-02-09,2022-12-31,5428,4.0,62,3.5,27,F,Bachelor
EMP0495,Operations,2024-04-04,,18629,4.1,7,2.4,39,M,Bachelor
EMP0496,Marketing,2018-11-16,,22022,4.6,68,4.6,46,M,Master
EMP0497,Finance,2024-05-23,,10862,2.5,95,3.4,28,F,High School
EMP0498,Legal,2019-03-03,2020-09-02,23021,2.9,20,4.3,50,F,PhD
EMP0499,Operations,2022-03-03,,25750,2.3,77,4.4,37,M,High School
EMP0500,Marketing,2022-01-14,,19663,3.5,4,3.8,40,M,Master
